,Unnamed: 0,x1,y1,x,y,angle,size
79,79,313,103,-185,-162,-2.4223800985162875,245.9044529893674
80,80,334,103,-193,-226,-2.280150930913228,297.8455975837145
81,81,355,103,-212,-238,-2.2984808765833797,318.72872478018036
82,82,376,103,-120,-137,-2.2942583056415407,182.78402556022232
83,83,397,103,-99,-123,-2.244553017367777,158.67261893597143
84,84,418,103,-64,-53,-2.4407382457053437,83.73768566183328
86,86,61,124,-75,-199,-1.935610879516999,213.0187785149469
87,87,82,124,-28,-61,-2.0011229399174555,67.11929677819934
89,89,124,124,-98,-170,-2.0937350903660685,196.22436138257652
90,90,145,124,-83,-183,-1.9966000968790816,200.9427779244629
91,91,166,124,-81,-114,-2.194357058953922,140.42791745233566
92,92,187,124,-91,-161,-2.0852476398539244,184.93782739072068
95,95,250,124,-37,-74,-2.0344439357957027,82.73451516749222
96,96,271,124,-67,-84,-2.2440837816699157,107.44766167767449
97,97,292,124,-95,-119,-2.2404352724715344,153.0522786501397
98,98,313,124,-33,-57,-2.1010120995715265,67.23094525588644
99,99,334,124,-246,-253,-2.342167354148181,352.88099977187784
100,100,355,124,-225,-250,-2.3036114285814038,336.3406011768428
101,101,376,124,-184,-281,-2.1489145735093387,336.7194678066595
102,102,397,124,-105,-206,-2.042180725329807,231.21634890292682
103,103,418,124,-78,-71,-2.3961731773156347,106.1508360777248
104,104,439,124,-24,-73,-1.9007434189414516,77.1621668954417
106,106,61,145,-9,-31,-1.8828384483574296,32.57299494980466
107,107,82,145,-21,-67,-1.87032831586482,71.16881339463234
108,108,103,145,-41,-76,-2.0600793443173804,87.23531395025755
111,111,166,145,-23,-17,-2.5252957161937215,29.410882339705488
112,112,187,145,-123,-169,-2.1999443543143604,209.02152999152986
113,113,208,145,-28,-13,-2.7069224384405484,30.870698080866266
116,116,271,145,-62,-85,-2.1954317495665103,106.01886624558857
117,117,292,145,-108,-84,-2.4805494847391065,136.82105101189654
118,118,313,145,-121,-127,-2.336116867178821,176.10508226624242
119,119,334,145,-98,-107,-2.3173790441108806,145.7737973711325
120,120,355,145,-195,-185,-2.385057863292624,269.51994360343724
121,121,376,145,-290,-296,-2.3442700128280967,415.10119248202597
122,122,397,145,-199,-251,-2.23921439608148,321.09967299889917
123,123,418,145,-39,-114,-1.9004207342156396,120.4865137681392
124,124,439,145,-80,-111,-2.201197748268404,137.41178988718545
125,125,460,145,-8,-29,-1.8717165611553217,30.36445290137795
127,127,61,166,-6,-18,-1.8925468811915391,18.973665961010283
128,128,82,166,-23,-75,-1.8804992713373527,78.74642849044012
129,129,103,166,-22,-45,-2.025515601615866,50.089919145472784
131,131,145,166,-132,-277,-2.0154957664770867,306.843608374038
132,132,166,166,-43,-71,-2.1153480349509333,83.00602387778855
133,133,187,166,-127,-139,-2.3150192735772537,188.95766721676048
134,134,208,166,-171,-225,-2.220666776206844,282.6057324259365
136,136,250,166,-56,-115,-2.020555939864736,128.80993750483694
138,138,292,166,-49,-35,-2.521343167606972,60.21627686929839
139,139,313,166,-164,-147,-2.410802523723292,220.23850707812198
140,140,334,166,-99,-146,-2.171337458173904,176.96327302578914
141,141,355,166,-42,-60,-2.1737790831098343,74.06078584514209
142,142,376,166,-121,-131,-2.312743594800814,179.06702655709674
143,143,397,166,-244,-282,-2.286100780711221,373.56257842562337
144,144,418,166,-266,-256,-2.3734012048565503,369.8715993422582
145,145,439,166,-310,-192,-2.587063083219119,364.6422904710862
146,146,460,166,-161,-218,-2.207689602248068,272.40594707164524
147,147,481,166,-63,-2,-3.1098572800613358,63.0317380372777
148,148,502,166,-39,-27,-2.518921864832726,48.01041553663122
150,150,61,187,-1,-2,-2.0344439357957027,2.23606797749979
151,151,82,187,-38,-144,-1.828803568658852,148.92951352905172
152,152,103,187,-16,-24,-2.1401095178955587,29.681644159311663
153,153,124,187,-43,-66,-2.158798930342464,79.32212806020777
155,155,166,187,-116,-273,-1.97568811307998,297.01515112869237
156,156,187,187,-83,-5,-3.0814244024347834,83.15046602394962
157,157,208,187,-238,-232,-2.3668098026986932,333.06605951372467
158,158,229,187,-180,-189,-2.3291740410050803,261.72504656604804
159,159,250,187,-61,-112,-2.0763773816691016,128.01562404644207
162,162,313,187,-67,-45,-2.5569913974694667,81.54140052758476
163,163,334,187,-40,-198,-1.7701336317772207,202.0
164,164,355,187,-43,-114,-1.931488224288578,121.8400590938793
165,165,376,187,-72,-11,-2.9899871661515203,72.83543093852056
166,166,397,187,-239,-136,-2.621095797256149,275.4813968310746
167,167,418,187,-308,-315,-2.3449590079343823,440.55533137166776
168,168,439,187,-371,-178,-2.695296882088288,412.39301642971606
170,170,481,187,-333,-160,-2.6912453485382475,369.87835838286077
171,171,502,187,-97,-36,-2.777185064444591,103.81714694596457
172,172,523,187,-80,-93,-2.2759076749093285,123.43419299367578
174,174,82,208,-65,-94,-2.17578758702526,114.28473213863695
175,175,103,208,-40,-8,-2.9488918949274074,41.77319714841085
176,176,124,208,-88,-21,-2.9073374399955423,90.47098982546837
177,177,145,208,-15,-21,-2.169215220273434,26.627053911388696
178,178,166,208,-57,-242,-1.8021173026002641,248.6222033527979
179,179,187,208,-46,-60,-2.224879051209257,75.6042326857432
180,180,208,208,-69,-19,-2.859468921447078,71.84010022264724
181,181,229,208,-225,-240,-2.323947607757091,328.97568299191965
182,182,250,208,-148,-212,-2.178047889498092,259.37039152532424
183,183,271,208,-69,-115,-2.117585167684144,134.6291201783626
185,185,313,208,-92,-27,-2.8461518164460733,96.16652224137044
186,186,334,208,-159,-255,-2.13115620369974,301.03986446980736
187,187,355,208,-99,-8,-3.050932766389048,99.40824915468536
190,190,418,208,-163,-149,-2.4010362052712293,220.83930809527547
191,191,439,208,-245,-209,-2.432966381462123,322.68405600525114
192,192,460,208,-305,-47,-2.9886969590994883,308.6000648088072
193,193,481,208,-323,-232,-2.5201763069930334,398.4971769034255
194,194,502,208,-190,-180,-2.38321493937961,261.72504656604804
195,195,523,208,-73,-83,-2.292179512358001,110.53506231056281
196,196,544,208,-24,-33,-2.1995926132103296,40.80441152620632
197,197,82,229,-28,-35,-2.231839495645584,45.607017003965524
198,198,103,229,-119,-99,-2.442735784535905,155.43809056984713
199,199,124,229,-92,-25,-2.8762605673808084,95.33624704172071
200,200,145,229,-17,-87,-1.7637671367604664,88.64536084872124
201,201,166,229,-4,-173,-1.5939135951791896,173.04623659588788
202,202,187,229,-52,-112,-2.0127866726311887,123.9072233568326
204,204,229,229,-80,-56,-2.522526599007165,98.22932352408827
205,205,250,229,-116,-177,-2.154877381817704,212.17445652104308
206,206,271,229,-84,-144,-2.0988707752212563,166.70932787339763
209,209,334,229,-133,-110,-2.4461152792275977,173.23394586512197
210,210,355,229,-220,-102,-2.7074567691404314,242.4953607803663
211,211,376,229,-109,-5,-3.086602278381645,109.16501271011695
212,212,397,229,-89,-12,-3.00756945200973,89.80534505250787
213,213,418,229,-22,-34,-2.165555584278249,41.04875150354759
214,214,439,229,-166,-267,-2.1270355656032542,314.39624679693617
215,215,460,229,-123,-101,-2.4540947979308068,159.15401345866212
216,216,481,229,-20,-144,-1.708802350452416,145.38225476308997
217,217,502,229,-1,-87,-1.5822900735099272,87.00574693662483
218,218,523,229,-33,-33,-2.3561944901923453,46.66904755831214
219,219,544,229,-106,-75,-2.519560638300621,130.43005788544295
220,220,82,250,-7,-7,-2.4227626539681686,10.63014581273465
221,221,103,250,-70,-43,-2.5804292413014407,82.68010643437755
222,222,124,250,-48,-102,-2.0106389096106327,112.72976536833563
223,223,145,250,17,-56,-1.2760662215855192,58.523499553598135
224,224,166,250,-5,-137,-1.6145639785901509,137.13132391981054
225,225,187,250,-13,-20,-2.125103822996448,24.698178070456933
226,226,208,250,-11,-16,-2.214297435588181,20.0
228,228,250,250,-151,-263,-2.091987427965773,303.2655601943617
229,229,271,250,-25,-127,-1.7711948806207751,130.61393493804556
233,233,355,250,-226,-72,-2.8344492939231625,238.14491386548653
234,234,376,250,-217,-99,-2.7097695023314867,238.933045014707
235,235,397,250,-216,-98,-2.7173982456860264,238.10291892372928
236,236,418,250,-85,-70,-2.4456983085439554,110.75197515168749
237,237,439,250,-60,-105,-2.08994244104142,120.93386622447822
238,238,460,250,-143,-81,-2.6292031932790554,165.21803775617238
239,239,481,250,-129,-102,-2.47254965539922,164.45364088398898
240,240,502,250,-19,-36,-2.0778948311872334,41.182520563948
242,242,544,250,-51,-74,-2.1833338834052,90.44335243676012
243,243,565,250,-79,-40,-2.6728945824799144,88.54942122905152
245,245,124,271,4,-90,-1.5263811115479855,90.08884503644168
246,246,145,271,9,-130,-1.5022018233406218,131.30879635424276
247,247,166,271,16,-110,-1.4263547484202526,111.15754585272201
248,248,187,271,-23,-25,-2.295046327543044,34.713109915419565
249,249,208,271,-77,-16,-2.9367159365526847,78.64477096412705
251,251,250,271,-162,-195,-2.2615064273973955,254.2833065696606
252,252,271,271,-76,-144,-2.061834344270565,163.2942130021759
253,253,292,271,-112,-25,-2.9219785284131934,114.75626344561763
256,256,355,271,-56,-44,-2.4756234162106834,71.21797525905944
257,257,376,271,-56,-95,-2.1112158270654806,110.78808600206072
258,258,397,271,-58,-18,-2.8250233999773897,61.03277807866851
259,259,418,271,42,-20,-0.4444192099010989,46.51881339845203
260,260,439,271,-67,-76,-2.2933403297667736,101.31633629380802
261,261,460,271,-70,-5,-3.0560873599115888,70.25667228100119
262,262,481,271,-113,-85,-2.491049407688197,142.00352108310554
263,263,502,271,-110,-69,-2.5813606866356467,129.84991336154215
264,264,523,271,-13,-4,-2.843093722003614,13.601470508735444
266,266,565,271,-24,-19,-2.4468543773930898,31.240998703626612
267,267,586,271,-106,-58,-2.640924928715057,120.83045973594572
268,268,607,271,-9,-22,-1.9974238199217729,24.166091947189145
269,269,103,292,-47,-86,-2.070957380542579,98.00510190801292
270,270,124,292,24,-106,-1.339179897292029,108.90821823902914
271,271,145,292,-15,-191,-1.6491694977208813,191.58809983921242
272,272,166,292,25,-101,-1.3281486617771592,104.04806581575652
276,276,250,292,-35,-30,-2.4167265099744517,46.75467891024385
277,277,271,292,-136,-190,-2.1920408373249574,233.6578695443404
281,281,355,292,-43,-46,-2.3224993828463285,62.96824596572466
282,282,376,292,-20,-75,-1.8281200417659853,78.587530817554
283,283,397,292,-18,-54,-1.8925468811915391,56.92099788303082
284,284,418,292,11,0,0.0,11.0
285,285,439,292,-5,-3,-2.4668517113662407,6.4031242374328485
286,286,460,292,-87,-91,-2.3394362826101074,126.58988901172162
288,288,502,292,-45,-23,-2.6516353273360647,51.0
289,289,523,292,-36,-39,-2.3298847729394225,53.75872022286245
290,290,544,292,-6,-7,-2.3561944901923453,9.899494936611664
291,291,565,292,-34,-6,-2.938547436336328,34.713109915419565
292,292,586,292,0,-47,-1.5707963267948966,47.0
293,293,607,292,-79,-58,-2.508295272290463,98.00510190801292
294,294,103,313,-36,-78,-2.0032041023654346,85.90692637965813
295,295,124,313,11,-171,-1.5007357441564413,171.42053552593984
296,296,145,313,-12,-181,-1.64249641032719,181.46625030566975
297,297,166,313,-61,-132,-2.009908982732967,145.83552379307312
301,301,250,313,-83,-106,-2.230544159582499,135.41787178950938
302,302,271,313,-63,-169,-1.9328053277144404,180.71247881648904
307,307,376,313,-1,-40,-1.6207547225168393,40.04996878900158
308,308,397,313,-22,-51,-1.9780521748697435,55.54277630799526
310,310,439,313,7,-9,-0.8441539861131708,12.041594578792296
311,311,460,313,-44,-35,-2.4558631426835067,56.85068161420758
312,312,481,313,-63,-45,-2.5109113552694096,78.00640999302556
313,313,502,313,-19,-21,-2.3318090810196264,29.0
314,314,523,313,-87,-76,-2.429235055495464,116.27553482998907
315,315,544,313,-56,-16,-2.8632929945846817,58.24087911424414
316,316,565,313,-34,-38,-2.300695984946628,50.99019513592785
317,317,586,313,-38,-36,-2.38321493937961,52.3450093132096
318,318,607,313,-23,-25,-2.295046327543044,34.713109915419565
320,320,103,334,-20,-49,-1.97568811307998,53.31041174104736
321,321,124,334,-99,-228,-1.9804424354197343,248.5658866377283
322,322,145,334,-79,-69,-2.416523875732038,105.55093557141028
323,323,166,334,-147,-124,-2.436901155983902,192.96113598338917
324,324,187,334,-249,-61,-2.8975591697655867,256.6028059082753
325,325,208,334,-117,-21,-2.9557287077678605,119.05040949110592
327,327,250,334,-114,-129,-2.294544319553086,172.15400082484288
328,328,271,334,-91,-223,-1.9620798078189488,241.2322532332689
333,333,376,334,-35,-59,-2.1062158687315224,68.60029154456998
334,334,397,334,-15,-10,-2.5535900500422257,18.027756377319946
335,335,418,334,-22,-15,-2.5127963671743605,27.202941017470888
338,338,481,334,-89,-69,-2.4875099291754332,113.40634902861478
339,339,502,334,-31,-102,-1.8747972661350407,106.90182411914213
340,340,523,334,-77,-75,-2.3627303448382757,108.18964830333816
341,341,544,334,-74,-59,-2.4685018748849203,94.64142856064674
342,342,565,334,-33,-26,-2.474286518611439,42.01190307520001
343,343,586,334,-14,-29,-2.0344439357957027,33.541019662496836
344,344,607,334,-35,-26,-2.5026786685859057,43.60045871318328
346,346,124,355,-54,-122,-1.9943316838274745,133.82451195502264
347,347,145,355,-45,-51,-2.3046936792411192,68.6804193347711
348,348,166,355,-165,-100,-2.5994032436629144,193.7937047481161
349,349,187,355,-160,-52,-2.8291876215006413,169.1892431568863
350,350,208,355,-183,-63,-2.811712197013207,194.48650338776727
352,352,250,355,-76,-126,-2.1193457292454245,147.6651617681029
353,353,271,355,-77,-157,-2.0267714520801974,174.86566272427532
354,354,292,355,26,-6,-0.2267988480538859,26.683328128252672
358,358,376,355,-60,-43,-2.5088438185876103,74.40430095095309
359,359,397,355,3,-14,-1.3597029935721499,14.31782106327635
360,360,418,355,-5,-6,-2.3561944901923453,8.48528137423857
361,361,439,355,1,-12,-1.4876550949064553,12.041594578792296
364,364,502,355,-74,-80,-2.3172531470953057,108.97706180660221
365,365,523,355,-30,-30,-2.3561944901923453,42.42640687119285
366,366,544,355,-51,-40,-2.4644650810528006,65.43699259593154
367,367,565,355,-28,-14,-2.6497834776010953,31.764760348537177
368,368,586,355,-58,-74,-2.2355708216122423,94.02127418834527
369,369,607,355,-12,-27,-2.0195196708056176,29.966648127543394
371,371,124,376,-30,-52,-2.094074648926872,60.03332407921454
372,372,145,376,-40,-27,-2.547842986879022,48.25971404805462
375,375,208,376,-256,-147,-2.6174130248068797,295.70255325241953
377,377,250,376,-42,-29,-2.537287146723564,51.03920062069939
378,378,271,376,-61,-104,-2.0970924724129354,121.43310915891102
379,379,292,376,-57,-67,-2.275723478926884,87.96590248499699
381,381,334,376,2,-2,-0.7853981633974483,2.8284271247461903
383,383,376,376,7,0,0.0,7.0
385,385,418,376,-10,-10,-2.3561944901923453,14.142135623730953
386,386,439,376,-26,-8,-2.843093722003614,27.202941017470888
387,387,460,376,-25,-33,-2.2191283158821573,41.400483088968905
389,389,502,376,-7,-21,-1.9347752833045408,22.47220505424423
390,390,523,376,-59,-10,-2.9572682446900944,60.01666435249463
392,392,565,376,-14,-44,-1.899349497346348,46.48655719667785
393,393,586,376,-39,-46,-2.263438170004201,61.07372593840988
394,394,607,376,-38,-39,-2.3561944901923453,55.154328932550705
396,396,145,397,-82,-28,-2.8125429587494537,86.64871608973787
397,397,166,397,-60,-17,-2.8501358591119264,62.64183905346329
398,398,187,397,-7,-5,-2.521343167606972,8.602325267042627
399,399,208,397,-71,-20,-2.867017372150168,73.76313442364011
400,400,229,397,-19,-25,-2.201875714266226,32.202484376209235
402,402,271,397,-4,-53,-1.6648575614228829,53.23532661682466
403,403,292,397,16,-19,-0.870903457075653,24.839484696748446
404,404,313,397,-87,-52,-2.6028651990817475,101.35580891098448
405,405,334,397,-24,-18,-2.471953707913156,30.61045573002793
411,411,460,397,-39,-34,-2.4370985893475754,52.497618993626745
412,412,481,397,-31,-9,-2.8590377011202057,32.280024783137954
414,414,523,397,-23,-5,-2.927531970025972,23.53720459187964
415,415,544,397,-77,-73,-2.3760594264435095,106.7941945987702
416,416,565,397,-23,-42,-2.071809713598486,47.88527957525152
418,418,607,397,-52,-53,-2.3373288041706743,74.96665925596525
419,419,628,397,-20,-13,-2.5308666892005847,24.413111231467404
420,420,145,418,-52,-26,-2.6626790550422075,58.591808301161
421,421,166,418,-69,-44,-2.563690716627548,82.37718130647589
422,422,187,418,-25,-33,-2.2191283158821573,41.400483088968905
424,424,229,418,-21,-9,-2.7367008673047097,22.84731931759173
426,426,271,418,-24,-18,-2.4980915447965093,30.0
427,427,292,418,-40,-45,-2.309716358841342,60.8769250208977
428,428,313,418,-33,-40,-2.2605963715285045,51.85556864985669
429,429,334,418,-70,-24,-2.7985687131690895,74.33034373659251
431,431,376,418,-10,-2,-2.8501358591119264,10.44030650891055
435,435,460,418,-35,-23,-2.573068105858753,42.72001872658765
436,436,481,418,-30,-28,-2.4069981942505665,41.77319714841085
439,439,544,418,-46,-61,-2.2169152306554984,76.40026177965623
441,441,586,418,-29,-15,-2.6374266921106404,33.12099032335839
443,443,628,418,3,-10,-1.2793395323170296,10.44030650891055
445,445,166,439,-39,-26,-2.5360479899848234,47.434164902525694
451,451,292,439,-7,-9,-2.297438667476622,12.041594578792296
452,452,313,439,-25,-42,-2.1077070695349422,48.877397639399746
453,453,334,439,-86,-66,-2.4797449796833892,109.01834707974615
461,461,502,439,-5,-18,-1.8281200417659853,19.6468827043885
464,464,565,439,0,-17,-1.5707963267948966,17.0
471,471,208,460,-6,-12,-2.0344439357957027,13.41640786499874
472,472,229,460,-18,-5,-2.8706458032513726,18.681541692269406
474,474,271,460,0,-15,-1.5707963267948966,15.0
476,476,313,460,-7,-14,-2.0344439357957027,15.652475842498527
477,477,334,460,-41,-2,-3.092850802279861,41.04875150354759
479,479,376,460,-19,-9,-2.6571147245527698,21.470910553583888
484,484,481,460,4,-11,-1.2220253232109897,11.704699910719626
488,488,565,460,-18,-17,-2.3847581480311053,24.75883680627989
