,x1,y1,x,y,angle,size
42,250,61,-115,-132,-2.2917676507667912,175.72706109191037
43,271,61,-125,-120,-2.3805798993650633,174.0
44,292,61,-253,-283,-2.3022431729848996,380.26964117583725
45,313,61,-240,-287,-2.2672457580634386,374.1243108914469
46,334,61,-149,-168,-2.296329200476222,224.5551157288562
47,355,61,-148,-170,-2.2904586191914658,226.05530296810116
48,376,61,-63,-68,-2.3180450693213626,92.69843580125827
49,40,82,-4,-11,-1.9974238199217726,12.083045973594572
50,61,82,-54,-122,-1.9943316838274743,133.82451195502264
51,82,82,-36,-95,-1.9330232045016678,101.59232254457027
52,103,82,-112,-192,-2.096612714542964,223.14345161801185
53,124,82,-142,-263,-2.0642858204628123,299.7665758552811
54,145,82,-192,-329,-2.099059739693686,380.92650209718937
55,166,82,-116,-188,-2.1212696259739117,221.75887806353998
56,187,82,-19,-21,-2.3318090810196264,29.0
57,208,82,-30,-21,-2.5308666892005847,36.61966684720111
58,229,82,-85,-93,-2.317108261555896,126.66885963013956
59,250,82,-150,-151,-2.356194490192345,213.54624791833734
60,271,82,-82,-104,-2.2338144766195462,133.22537295875736
61,292,82,-101,-120,-2.2752903910371143,157.49285698088025
62,313,82,-207,-196,-2.3858887297992544,285.79713084634
63,334,82,-253,-272,-2.3219873064210015,372.1558813185679
64,355,82,-176,-178,-2.347743987125703,251.03187048659777
65,376,82,-143,-180,-2.239443911799277,230.67292862405853
66,397,82,-65,-75,-2.278338000649376,100.00499987500625
67,61,103,-79,-207,-1.9353778138602662,221.56263222845138
68,82,103,-35,-85,-1.9714207136642188,92.30926280715278
69,103,103,-3,31,1.6991195544806914,31.25699921617557
70,124,103,-192,-378,-2.042873662355235,424.42078177205224
71,145,103,-81,-118,-2.1781015519611473,143.69411957348845
72,166,103,-155,-260,-2.1112158270654806,303.2094985319556
73,187,103,-31,-51,-2.1083829734536432,60.53924347066124
74,208,103,-6,-3,-2.677945044588987,6.708203932499369
75,229,103,-10,14,2.2367655641740063,17.804493814764857
76,250,103,-115,-140,-2.2549790485248784,181.9505427307102
77,271,103,-104,-147,-2.18652679899476,180.06943105369106
78,292,103,-88,-118,-2.207540781652396,148.00337833982033
79,313,103,-185,-162,-2.4223800985162875,245.9044529893674
80,334,103,-193,-226,-2.2801509309132277,297.8455975837145
81,355,103,-212,-238,-2.2984808765833793,318.7287247801804
82,376,103,-120,-137,-2.2942583056415407,182.7840255602223
83,397,103,-99,-123,-2.2445530173677772,158.67261893597143
84,418,103,-64,-53,-2.4407382457053433,83.73768566183328
85,439,103,0,-5,-1.5707963267948966,5.0
86,61,124,-75,-199,-1.935610879516999,213.0187785149469
87,82,124,-28,-61,-2.0011229399174555,67.11929677819934
88,103,124,-8,12,2.1224513093234436,15.264337522473747
89,124,124,-98,-170,-2.0937350903660685,196.22436138257655
90,145,124,-83,-183,-1.9966000968790818,200.94277792446286
91,166,124,-81,-114,-2.194357058953922,140.42791745233566
92,187,124,-91,-161,-2.0852476398539244,184.93782739072068
93,208,124,30,81,1.205278120603,86.7294644281861
94,229,124,15,21,0.9197196053504169,26.40075756488817
95,250,124,-37,-74,-2.0344439357957027,82.73451516749222
96,271,124,-67,-84,-2.2440837816699153,107.44766167767449
97,292,124,-95,-119,-2.2404352724715344,153.05227865013967
98,313,124,-33,-57,-2.1010120995715265,67.23094525588644
99,334,124,-246,-253,-2.342167354148181,352.8809997718778
100,355,124,-225,-250,-2.3036114285814033,336.34060117684277
101,376,124,-184,-281,-2.1489145735093387,336.7194678066595
102,397,124,-105,-206,-2.042180725329807,231.21634890292685
103,418,124,-78,-71,-2.396173177315635,106.15083607772479
104,439,124,-24,-73,-1.9007434189414514,77.1621668954417
105,460,124,3,6,1.0516502125483738,8.06225774829855
106,61,145,-9,-31,-1.8828384483574299,32.57299494980466
107,82,145,-21,-67,-1.8703283158648198,71.16881339463234
108,103,145,-41,-76,-2.0600793443173804,87.23531395025755
109,124,145,-20,29,2.1975392280059434,35.805027579936315
110,145,145,-170,-371,-2.0004657898532403,408.09435183545486
111,166,145,-23,-17,-2.525295716193722,29.410882339705484
112,187,145,-123,-169,-2.1999443543143604,209.02152999152983
113,208,145,-28,-13,-2.7069224384405484,30.870698080866262
114,229,145,9,26,1.2036224929766774,27.85677655436824
115,250,145,-7,21,1.9347752833045406,22.47220505424423
116,271,145,-62,-85,-2.1954317495665103,106.01886624558857
117,292,145,-108,-84,-2.4805494847391065,136.82105101189657
118,313,145,-121,-127,-2.336116867178821,176.1050822662424
119,334,145,-98,-107,-2.317379044110881,145.7737973711325
120,355,145,-195,-185,-2.3850578632926234,269.51994360343724
121,376,145,-290,-296,-2.3442700128280967,415.101192482026
122,397,145,-199,-251,-2.23921439608148,321.0996729988992
123,418,145,-39,-114,-1.9004207342156394,120.48651376813922
124,439,145,-80,-111,-2.2011977482684038,137.41178988718545
125,460,145,-8,-29,-1.8717165611553217,30.364452901377952
126,481,145,9,-1,-0.19739555984988075,10.198039027185569
127,61,166,-6,-18,-1.892546881191539,18.973665961010276
128,82,166,-23,-75,-1.8804992713373527,78.74642849044012
129,103,166,-22,-45,-2.025515601615866,50.08991914547278
130,124,166,15,63,1.3370531459259951,64.76109943476871
131,145,166,-132,-277,-2.0154957664770867,306.843608374038
132,166,166,-43,-71,-2.1153480349509333,83.00602387778854
133,187,166,-127,-139,-2.315019273577254,188.95766721676048
134,208,166,-171,-225,-2.220666776206844,282.6057324259365
135,229,166,-8,15,2.1112158270654806,17.4928556845359
136,250,166,-56,-115,-2.0205559398647357,128.80993750483694
137,271,166,31,9,0.2825549524695875,32.28002478313795
138,292,166,-49,-35,-2.5213431676069717,60.21627686929839
139,313,166,-164,-147,-2.4108025237232917,220.238507078122
140,334,166,-99,-146,-2.171337458173904,176.96327302578916
141,355,166,-42,-60,-2.1737790831098343,74.06078584514209
142,376,166,-121,-131,-2.312743594800814,179.06702655709677
143,397,166,-244,-282,-2.286100780711221,373.56257842562337
144,418,166,-266,-256,-2.3734012048565503,369.8715993422582
145,439,166,-310,-192,-2.587063083219119,364.6422904710862
146,460,166,-161,-218,-2.2076896022480677,272.40594707164524
147,481,166,-63,-2,-3.1098572800613353,63.0317380372777
148,502,166,-39,-27,-2.518921864832726,48.010415536631214
149,523,166,4,-4,-0.7853981633974483,5.656854249492381
150,61,187,-1,-2,-2.0344439357957027,2.23606797749979
151,82,187,-38,-144,-1.8288035686588517,148.92951352905172
152,103,187,-16,-24,-2.1401095178955587,29.68164415931166
153,124,187,-43,-66,-2.158798930342464,79.32212806020776
154,145,187,-11,26,1.9710369838288708,28.231188426986208
155,166,187,-116,-273,-1.97568811307998,297.0151511286924
156,187,187,-83,-5,-3.0814244024347834,83.15046602394962
157,208,187,-238,-232,-2.366809802698693,333.06605951372467
158,229,187,-180,-189,-2.3291740410050803,261.72504656604804
159,250,187,-61,-112,-2.0763773816691016,128.01562404644207
160,271,187,12,11,0.7853981633974483,16.97056274847714
161,292,187,10,61,1.3923858274438563,61.98386886924694
162,313,187,-67,-45,-2.5569913974694667,81.54140052758476
163,334,187,-40,-198,-1.7701336317772207,202.0
164,355,187,-43,-114,-1.931488224288578,121.8400590938793
165,376,187,-72,-11,-2.9899871661515203,72.83543093852057
166,397,187,-239,-136,-2.6210957972561495,275.4813968310746
167,418,187,-308,-315,-2.3449590079343823,440.55533137166776
168,439,187,-371,-178,-2.695296882088288,412.393016429716
169,460,187,-442,-317,-2.5194196820543735,543.9237078855821
170,481,187,-333,-160,-2.6912453485382475,369.87835838286077
171,502,187,-97,-36,-2.777185064444591,103.81714694596457
172,523,187,-80,-93,-2.2759076749093285,123.43419299367578
173,544,187,4,-1,-0.24497866312686414,4.123105625617661
174,82,208,-65,-94,-2.1757875870252597,114.28473213863697
175,103,208,-40,-8,-2.9488918949274074,41.773197148410844
176,124,208,-88,-21,-2.9073374399955423,90.47098982546837
177,145,208,-15,-21,-2.169215220273434,26.627053911388696
178,166,208,-57,-242,-1.802117302600264,248.62220335279792
179,187,208,-46,-60,-2.224879051209257,75.6042326857432
180,208,208,-69,-19,-2.859468921447078,71.84010022264724
181,229,208,-225,-240,-2.323947607757091,328.97568299191965
182,250,208,-148,-212,-2.178047889498092,259.37039152532424
183,271,208,-69,-115,-2.117585167684144,134.6291201783626
184,292,208,24,136,1.397373606520019,139.08630414242805
185,313,208,-92,-27,-2.8461518164460733,96.16652224137046
186,334,208,-159,-255,-2.1311562036997396,301.0398644698074
187,355,208,-99,-8,-3.050932766389048,99.40824915468535
188,376,208,22,27,0.8831250707561671,36.235341863986875
189,397,208,23,54,1.1681416732430239,58.69412236331676
190,418,208,-163,-149,-2.401036205271229,220.83930809527547
191,439,208,-245,-209,-2.432966381462123,322.6840560052511
192,460,208,-305,-47,-2.988696959099488,308.6000648088072
193,481,208,-323,-232,-2.520176306993033,398.4971769034255
194,502,208,-190,-180,-2.38321493937961,261.72504656604804
195,523,208,-73,-83,-2.292179512358001,110.5350623105628
196,544,208,-24,-33,-2.1995926132103296,40.80441152620633
197,82,229,-28,-35,-2.2318394956455836,45.60701700396552
198,103,229,-119,-99,-2.442735784535905,155.43809056984713
199,124,229,-92,-25,-2.8762605673808084,95.33624704172071
200,145,229,-17,-87,-1.7637671367604664,88.64536084872124
201,166,229,-4,-173,-1.5939135951791896,173.04623659588788
202,187,229,-52,-112,-2.0127866726311887,123.90722335683259
203,208,229,43,87,1.1117569801042109,97.04638066409278
204,229,229,-80,-56,-2.5225265990071652,98.22932352408826
205,250,229,-116,-177,-2.154877381817704,212.17445652104308
206,271,229,-84,-144,-2.0988707752212563,166.70932787339765
207,292,229,-21,99,1.7798192696011612,101.20276676059801
208,313,229,-35,137,1.8209207421021858,141.40014144264495
209,334,229,-133,-110,-2.4461152792275977,173.23394586512194
210,355,229,-220,-102,-2.707456769140431,242.49536078036627
211,376,229,-109,-5,-3.086602278381645,109.16501271011697
212,397,229,-89,-12,-3.00756945200973,89.80534505250787
213,418,229,-22,-34,-2.1655555842782492,41.048751503547585
214,439,229,-166,-267,-2.127035565603254,314.39624679693617
215,460,229,-123,-101,-2.4540947979308068,159.15401345866212
216,481,229,-20,-144,-1.7088023504524161,145.38225476308997
217,502,229,-1,-87,-1.5822900735099272,87.00574693662483
218,523,229,-33,-33,-2.356194490192345,46.66904755831214
219,544,229,-106,-75,-2.519560638300621,130.43005788544295
220,82,250,-7,-7,-2.4227626539681686,10.63014581273465
221,103,250,-70,-43,-2.580429241301441,82.68010643437755
222,124,250,-48,-102,-2.0106389096106327,112.72976536833562
223,145,250,17,-56,-1.2760662215855192,58.52349955359813
224,166,250,-5,-137,-1.6145639785901509,137.13132391981054
225,187,250,-13,-20,-2.125103822996448,24.698178070456937
226,208,250,-11,-16,-2.214297435588181,20.0
227,229,250,1,34,1.512040504079174,34.058772731852805
228,250,250,-151,-263,-2.0919874279657735,303.2655601943617
229,271,250,-25,-127,-1.7711948806207751,130.61393493804556
230,292,250,-63,6,3.046640947247037,63.28506932918696
231,313,250,-93,153,2.1169628902286846,179.0474797365213
232,334,250,-163,93,2.623107477779745,187.66459442313567
233,355,250,-226,-72,-2.8344492939231625,238.14491386548653
234,376,250,-217,-99,-2.7097695023314867,238.933045014707
235,397,250,-216,-98,-2.7173982456860264,238.10291892372928
236,418,250,-85,-70,-2.4456983085439554,110.75197515168747
237,439,250,-60,-105,-2.0899424410414196,120.93386622447825
238,460,250,-143,-81,-2.6292031932790554,165.21803775617238
239,481,250,-129,-102,-2.4725496553992197,164.45364088398895
240,502,250,-19,-36,-2.0778948311872334,41.182520563948
241,523,250,16,-8,-0.4636476090008061,17.88854381999832
242,544,250,-51,-74,-2.1833338834052,90.44335243676011
243,565,250,-79,-40,-2.6728945824799144,88.54942122905152
244,103,271,-14,2,2.999695598985629,14.142135623730951
245,124,271,4,-90,-1.5263811115479857,90.08884503644167
246,145,271,9,-130,-1.502201823340622,131.30879635424276
247,166,271,16,-110,-1.4263547484202526,111.15754585272202
248,187,271,-23,-25,-2.295046327543044,34.713109915419565
249,208,271,-77,-16,-2.9367159365526847,78.64477096412705
250,229,271,-19,90,1.7788524635859224,91.98369420718001
251,250,271,-162,-195,-2.2615064273973955,254.2833065696606
252,271,271,-76,-144,-2.061834344270565,163.29421300217592
253,292,271,-112,-25,-2.9219785284131934,114.75626344561765
254,313,271,-94,137,2.1721537289945836,166.14752480852673
255,334,271,-83,36,2.7323467583907597,90.47098982546837
256,355,271,-56,-44,-2.4756234162106834,71.21797525905943
257,376,271,-56,-95,-2.1112158270654806,110.78808600206071
258,397,271,-58,-18,-2.8250233999773897,61.032778078668514
259,418,271,42,-20,-0.4444192099010989,46.51881339845203
260,439,271,-67,-76,-2.2933403297667736,101.31633629380802
261,460,271,-70,-5,-3.0560873599115888,70.25667228100119
262,481,271,-113,-85,-2.491049407688197,142.00352108310554
263,502,271,-110,-69,-2.5813606866356467,129.84991336154215
264,523,271,-13,-4,-2.843093722003614,13.601470508735444
265,544,271,-2,32,1.633215136790854,32.0624390837628
266,565,271,-24,-19,-2.44685437739309,31.240998703626616
267,586,271,-106,-58,-2.640924928715057,120.83045973594572
268,607,271,-9,-22,-1.9974238199217726,24.166091947189145
269,103,292,-47,-86,-2.070957380542579,98.00510190801293
270,124,292,24,-106,-1.339179897292029,108.90821823902914
271,145,292,-15,-191,-1.6491694977208813,191.58809983921236
272,166,292,25,-101,-1.328148661777159,104.04806581575652
273,187,292,19,3,0.19739555984988075,20.396078054371138
274,208,292,7,33,1.3397056595989996,34.92849839314596
275,229,292,-59,36,2.5814712694064004,69.6419413859206
276,250,292,-35,-30,-2.416726509974452,46.75467891024384
277,271,292,-136,-190,-2.1920408373249574,233.6578695443404
278,292,292,-217,-3,-3.123246088476673,218.03669415949233
279,313,292,-152,57,2.777066651182859,162.68988905276197
280,334,292,-21,29,2.1815222911841055,36.61966684720111
281,355,292,-43,-46,-2.3224993828463285,62.96824596572466
282,376,292,-20,-75,-1.8281200417659853,78.587530817554
283,397,292,-18,-54,-1.892546881191539,56.92099788303083
284,418,292,11,0,0.0,11.0
285,439,292,-5,-3,-2.4668517113662407,6.4031242374328485
286,460,292,-87,-91,-2.3394362826101074,126.58988901172162
287,481,292,-23,24,2.334921104168284,33.24154027718932
288,502,292,-45,-23,-2.651635327336065,51.0
289,523,292,-36,-39,-2.3298847729394225,53.75872022286245
290,544,292,-6,-7,-2.356194490192345,9.899494936611665
291,565,292,-34,-6,-2.938547436336328,34.713109915419565
292,586,292,0,-47,-1.5707963267948966,47.0
293,607,292,-79,-58,-2.508295272290463,98.00510190801293
294,103,313,-36,-78,-2.0032041023654346,85.90692637965812
295,124,313,11,-171,-1.5007357441564413,171.42053552593984
296,145,313,-12,-181,-1.64249641032719,181.46625030566977
297,166,313,-61,-132,-2.009908982732967,145.83552379307312
298,187,313,-10,25,1.9853032013796825,27.313000567495326
299,208,313,5,60,1.4711276743037347,60.29925372672534
300,229,313,-69,85,2.2469536986661014,110.25878649794764
301,250,313,-83,-106,-2.230544159582499,135.41787178950938
302,271,313,-63,-169,-1.9328053277144404,180.71247881648904
303,292,313,-49,49,2.356194490192345,69.29646455628166
304,313,313,-175,-1,-3.135878430070596,175.0028571195339
305,334,313,3,23,1.446441332248135,24.186773244895647
306,355,313,30,23,0.6540827244143602,37.8021163428716
307,376,313,-1,-40,-1.6207547225168393,40.049968789001575
308,397,313,-22,-51,-1.9780521748697435,55.54277630799526
309,418,313,-3,9,1.892546881191539,9.486832980505138
310,439,313,7,-9,-0.844153986113171,12.041594578792296
311,460,313,-44,-35,-2.455863142683507,56.85068161420758
312,481,313,-63,-45,-2.5109113552694096,78.00640999302557
313,502,313,-19,-21,-2.3318090810196264,29.0
314,523,313,-87,-76,-2.429235055495464,116.27553482998907
315,544,313,-56,-16,-2.8632929945846817,58.240879114244144
316,565,313,-34,-38,-2.300695984946628,50.99019513592785
317,586,313,-38,-36,-2.38321493937961,52.3450093132096
318,607,313,-23,-25,-2.295046327543044,34.713109915419565
319,628,313,-8,15,2.1112158270654806,17.4928556845359
320,103,334,-20,-49,-1.97568811307998,53.31041174104736
321,124,334,-99,-228,-1.9804424354197345,248.5658866377283
322,145,334,-79,-69,-2.416523875732038,105.55093557141026
323,166,334,-147,-124,-2.436901155983902,192.96113598338914
324,187,334,-249,-61,-2.897559169765587,256.6028059082753
325,208,334,-117,-21,-2.9557287077678605,119.05040949110591
326,229,334,-111,49,2.725878778987646,121.33424908079334
327,250,334,-114,-129,-2.294544319553086,172.15400082484288
328,271,334,-91,-223,-1.9620798078189492,241.23225323326895
329,292,334,4,60,1.5042281630190728,60.13318551349163
330,313,334,28,73,1.1926540114722952,78.54934754662193
331,334,334,72,51,0.6162969373960713,88.23264701911646
332,355,334,-1,66,1.5859466826696664,66.007575322837
333,376,334,-35,-59,-2.1062158687315224,68.60029154456998
334,397,334,-15,-10,-2.5535900500422257,18.027756377319946
335,418,334,-22,-15,-2.5127963671743605,27.202941017470888
336,439,334,0,6,1.5707963267948966,6.0
337,460,334,-3,19,1.7782925532300993,19.4164878389476
338,481,334,-89,-69,-2.487509929175433,113.4063490286148
339,502,334,-31,-102,-1.8747972661350412,106.90182411914213
340,523,334,-77,-75,-2.362730344838276,108.18964830333815
341,544,334,-74,-59,-2.4685018748849203,94.64142856064674
342,565,334,-33,-26,-2.474286518611439,42.01190307520001
343,586,334,-14,-29,-2.0344439357957027,33.54101966249684
344,607,334,-35,-26,-2.502678668585906,43.60045871318328
345,628,334,5,16,1.2679114584199251,16.76305461424021
346,124,355,-54,-122,-1.9943316838274743,133.82451195502264
347,145,355,-45,-51,-2.3046936792411192,68.6804193347711
348,166,355,-165,-100,-2.5994032436629144,193.7937047481161
349,187,355,-160,-52,-2.829187621500641,169.1892431568863
350,208,355,-183,-63,-2.811712197013207,194.48650338776724
351,229,355,-50,60,2.2752903910371143,78.74642849044012
352,250,355,-76,-126,-2.1193457292454245,147.6651617681029
353,271,355,-77,-157,-2.0267714520801974,174.8656627242753
354,292,355,26,-6,-0.22679884805388587,26.68332812825267
355,313,355,51,87,1.0405805540182667,100.84641788382967
356,334,355,51,21,0.4072558480748468,55.54277630799526
357,355,355,35,95,1.2085694490881256,101.59232254457027
358,376,355,-60,-43,-2.5088438185876103,74.4043009509531
359,397,355,3,-14,-1.35970299357215,14.317821063276353
360,418,355,-5,-6,-2.356194490192345,8.48528137423857
361,439,355,1,-12,-1.4876550949064553,12.041594578792296
362,460,355,11,18,1.0222469243443686,21.095023109728988
363,481,355,13,48,1.306307944245664,49.72926703662542
364,502,355,-74,-80,-2.3172531470953057,108.97706180660222
365,523,355,-30,-30,-2.356194490192345,42.42640687119285
366,544,355,-51,-40,-2.464465081052801,65.43699259593154
367,565,355,-28,-14,-2.649783477601095,31.76476034853718
368,586,355,-58,-74,-2.2355708216122423,94.02127418834527
369,607,355,-12,-27,-2.0195196708056176,29.966648127543394
370,628,355,9,-1,-0.11065722117389565,9.055385138137417
371,124,376,-30,-52,-2.0940746489268722,60.03332407921454
372,145,376,-40,-27,-2.547842986879022,48.25971404805462
373,166,376,-98,5,3.080444490940492,98.18350166906862
374,187,376,-115,29,2.894569003538575,118.6001686339442
375,208,376,-256,-147,-2.61741302480688,295.70255325241953
376,229,376,-52,4,3.064820762320015,52.15361924162119
377,250,376,-42,-29,-2.5372871467235636,51.03920062069938
378,271,376,-61,-104,-2.097092472412935,121.43310915891102
379,292,376,-57,-67,-2.275723478926884,87.96590248499699
380,313,376,-1,0,3.141592653589793,1.0
381,334,376,2,-2,-0.7853981633974483,2.8284271247461903
382,355,376,5,40,1.4219063791853994,40.44749683231337
383,376,376,7,0,0.0,7.0
384,397,376,-4,2,2.677945044588987,4.47213595499958
385,418,376,-10,-10,-2.356194490192345,14.142135623730951
386,439,376,-26,-8,-2.843093722003614,27.202941017470888
387,460,376,-25,-33,-2.2191283158821573,41.400483088968905
388,481,376,9,-1,-0.21866894587394195,9.219544457292887
389,502,376,-7,-21,-1.9347752833045406,22.47220505424423
390,523,376,-59,-10,-2.9572682446900944,60.01666435249463
391,544,376,-48,5,3.0378003131327502,48.25971404805462
392,565,376,-14,-44,-1.8993494973463476,46.486557196677836
393,586,376,-39,-46,-2.263438170004201,61.07372593840988
394,607,376,-38,-39,-2.356194490192345,55.154328932550705
395,628,376,3,1,0.3217505543966422,3.1622776601683795
396,145,397,-82,-28,-2.8125429587494537,86.64871608973787
397,166,397,-60,-17,-2.8501358591119264,62.6418390534633
398,187,397,-7,-5,-2.5213431676069717,8.602325267042627
399,208,397,-71,-20,-2.8670173721501677,73.76313442364011
400,229,397,-19,-25,-2.201875714266226,32.202484376209235
401,250,397,-15,34,2.0106389096106327,37.57658845611187
402,271,397,-4,-53,-1.6648575614228829,53.23532661682466
403,292,397,16,-19,-0.870903457075653,24.839484696748443
404,313,397,-87,-52,-2.6028651990817475,101.35580891098448
405,334,397,-24,-18,-2.4719537079131557,30.610455730027933
406,355,397,16,73,1.3550301303878542,74.73285756613352
407,376,397,33,73,1.146234946430539,80.11242100947892
408,397,397,-9,10,2.3036114285814033,13.45362404707371
409,418,397,-18,13,2.4805494847391065,22.80350850198276
410,439,397,-3,2,2.5535900500422257,3.605551275463989
411,460,397,-39,-34,-2.4370985893475754,52.49761899362675
412,481,397,-31,-9,-2.8590377011202057,32.28002478313795
413,502,397,17,27,1.0088747645380813,31.906112267087632
414,523,397,-23,-5,-2.9275319700259717,23.53720459187964
415,544,397,-77,-73,-2.37605942644351,106.7941945987702
416,565,397,-23,-42,-2.071809713598486,47.885279575251516
417,586,397,-29,5,2.9708574421145104,29.427877939124322
418,607,397,-52,-53,-2.3373288041706743,74.96665925596525
419,628,397,-20,-13,-2.5308666892005847,24.413111231467404
420,145,418,-52,-26,-2.6626790550422075,58.59180830116101
421,166,418,-69,-44,-2.5636907166275478,82.37718130647589
422,187,418,-25,-33,-2.2191283158821573,41.400483088968905
423,208,418,-10,6,2.5308666892005847,12.206555615733702
424,229,418,-21,-9,-2.7367008673047097,22.847319317591726
425,250,418,3,62,1.5224469401429936,62.07253821135398
426,271,418,-24,-18,-2.498091544796509,30.0
427,292,418,-40,-45,-2.309716358841342,60.876925020897694
428,313,418,-33,-40,-2.2605963715285045,51.85556864985669
429,334,418,-70,-24,-2.79856871316909,74.33034373659252
430,355,418,0,10,1.6704649792860586,10.04987562112089
431,376,418,-10,-2,-2.8501358591119264,10.44030650891055
432,397,418,59,72,0.8843109581338411,93.08598175880189
433,418,418,11,-5,-0.4266274931268761,12.083045973594572
434,439,418,-5,9,2.158798930342464,10.816653826391969
435,460,418,-35,-23,-2.573068105858753,42.720018726587654
436,481,418,-30,-28,-2.4069981942505665,41.773197148410844
437,502,418,0,20,1.6207547225168393,20.024984394500787
438,523,418,22,25,0.8491414759301353,33.301651610693426
439,544,418,-46,-61,-2.2169152306554984,76.40026177965623
440,565,418,-10,5,2.677945044588987,11.180339887498949
441,586,418,-29,-15,-2.6374266921106404,33.12099032335839
442,607,418,6,3,0.5191461142465229,8.06225774829855
443,628,418,3,-10,-1.2793395323170296,10.44030650891055
444,145,439,-11,7,2.6135182051634334,13.892443989449804
445,166,439,-39,-26,-2.5360479899848234,47.43416490252569
446,187,439,-9,6,2.4805494847391065,11.40175425099138
447,208,439,-7,5,2.432966381462123,9.219544457292887
448,229,439,-12,6,2.677945044588987,13.416407864998739
449,250,439,0,48,1.5503909961083586,49.01020301937138
450,271,439,2,0,0.0,2.0
451,292,439,-7,-9,-2.297438667476622,12.041594578792296
452,313,439,-25,-42,-2.1077070695349422,48.877397639399746
453,334,439,-86,-66,-2.479744979683389,109.01834707974616
454,355,439,-12,30,1.979704155745822,32.69556544854363
455,376,439,28,25,0.711459125739508,38.28837943815329
456,397,439,35,1,0.028563657838759995,35.014282800023196
457,418,439,50,49,0.7752974968121265,70.00714249274856
458,439,439,17,26,0.9652516631899266,31.622776601683793
459,460,439,7,18,1.1999050379822342,19.313207915827967
460,481,439,-31,1,3.109345771154539,31.016124838541646
461,502,439,-5,-18,-1.8281200417659853,19.6468827043885
462,523,439,3,16,1.3258176636680326,16.492422502470642
463,544,439,20,6,0.33667481938672716,21.18962010041709
464,565,439,0,-17,-1.5707963267948966,17.0
465,586,439,7,18,1.1525719972156676,19.697715603592208
466,607,439,6,2,0.3217505543966422,6.324555320336759
467,628,439,11,10,0.7853981633974483,15.556349186104045
468,145,460,2,11,1.3258176636680326,12.36931687685298
469,166,460,-3,31,1.6991195544806914,31.25699921617557
470,187,460,6,-3,-0.5191461142465229,8.06225774829855
471,208,460,-6,-12,-2.0344439357957027,13.416407864998739
472,229,460,-18,-5,-2.8706458032513726,18.681541692269406
473,250,460,3,30,1.4382447944982226,30.265491900843113
474,271,460,0,-15,-1.5707963267948966,15.0
475,292,460,18,10,0.507098504392337,20.591260281974
476,313,460,-7,-14,-2.0344439357957027,15.652475842498529
477,334,460,-41,-2,-3.0928508022798615,41.048751503547585
478,355,460,-22,12,2.6607053733944572,25.942243542145693
479,376,460,-19,-9,-2.65711472455277,21.470910553583888
480,397,460,23,18,0.6640461628266846,29.206163733020468
481,418,460,21,30,0.960070362405688,36.61966684720111
482,439,460,56,50,0.7288547264526309,75.07329751649384
483,460,460,-5,0,3.141592653589793,5.0
