,x1,y1,x,y,angle,size
40,103,124,206,-87,-0.3996070439396113,223.61797781037194
41,124,124,253,-117,-0.4331594667343966,278.7436097922247
42,145,124,187,-106,-0.5133990510833194,215.82400237230334
43,166,124,209,-113,-0.4973427163468224,238.94769302087852
44,187,124,187,-96,-0.4742855055763476,210.20228352708256
45,208,124,186,-101,-0.49746135438162,211.65301793265317
46,229,124,175,-98,-0.5148278190653334,201.06217943710845
47,250,124,131,-72,-0.5025501277006137,149.4824404403407
48,271,124,164,-90,-0.5019064430519933,187.0721785835617
49,292,124,102,-74,-0.6276294258014944,126.01587201618692
50,313,124,97,-55,-0.5114199986658374,112.37882362794157
51,334,124,136,-85,-0.5585993153435624,160.37767924496225
52,355,124,123,-69,-0.5112307122777895,141.0319112825179
53,376,124,111,-76,-0.6064809929193543,135.09256086106296
54,397,124,127,-73,-0.5216863289351822,146.48549416239138
55,418,124,122,-72,-0.53315570550763,141.66156853571826
56,439,124,125,-82,-0.5824879535685713,150.88074761214565
57,460,124,156,-94,-0.5423027372156047,182.1318203939114
58,481,124,140,-79,-0.5137449322017106,160.75136080294934
59,502,124,124,-81,-0.5786395812838293,148.11144452742334
60,523,124,139,-82,-0.5329807426890147,161.38463371709216
61,544,124,161,-107,-0.5837169155006312,194.1468516355596
62,565,124,121,-82,-0.595592590623785,146.16771189288008
63,586,124,167,-115,-0.6030493475114829,202.76587484091104
64,607,124,168,-103,-0.5499927500169209,197.06090429103384
65,628,124,127,-97,-0.6522618358458007,159.80613254815975
66,19,145,272,-111,-0.3874594888264185,293.7771264070775
67,40,145,292,-122,-0.39576340913572106,316.4616880445404
68,61,145,293,-137,-0.4373742646427866,323.44705903748763
69,82,145,294,-142,-0.4527041334353291,326.93271479006194
70,103,145,254,-118,-0.4349015359871267,280.07141946296485
71,124,145,237,-114,-0.4483426816766143,262.9923953273174
72,145,145,290,-141,-0.4525523638985378,322.46085033690525
73,166,145,276,-144,-0.48088728019533583,311.30692250574833
74,187,145,257,-131,-0.4744830982365018,288.9169430822637
75,208,145,227,-126,-0.5100857994643437,260.1115145471265
76,229,145,237,-119,-0.46533394804311085,265.1980392084376
77,250,145,250,-123,-0.45722715147782717,278.6198126479881
78,271,145,245,-132,-0.492485765871925,279.1773629791642
79,292,145,268,-115,-0.40713293000036294,292.9453874018159
80,313,145,267,-121,-0.42549818812982354,293.1381926668717
81,334,145,300,-147,-0.4556156532112245,334.0793318958837
82,355,145,289,-147,-0.47328918350780996,324.6921619010844
83,376,145,298,-142,-0.4446796943963796,330.1030142243479
84,397,145,268,-121,-0.4271896066146086,294.462221685567
85,418,145,276,-134,-0.45198633003738486,306.80938707933956
86,439,145,309,-139,-0.4241944079037666,340.14702703389895
87,460,145,254,-136,-0.4915906445236458,288.11803136909015
88,481,145,295,-134,-0.42637206529079635,324.00771595750615
89,502,145,311,-160,-0.47515605230475727,349.74419223197975
90,523,145,282,-146,-0.47773118482366633,317.5531451584128
91,544,145,236,-129,-0.4984594104666788,269.8332818612263
92,565,145,241,-126,-0.48499083718147956,272.41512439657237
93,586,145,249,-132,-0.48891868931935867,283.17662332897464
94,607,145,282,-152,-0.4943642018753546,320.35605191723783
95,628,145,215,-138,-0.56852454773104,256.3201123595259
96,19,166,140,-76,-0.4973427163468224,159.29846201391902
97,40,166,169,-97,-0.5185124007698844,195.7268504830137
98,61,166,158,-74,-0.43801220047912864,174.4706279005151
99,82,166,148,-82,-0.5059503992710761,169.19810873647495
100,103,166,180,-96,-0.4899573262537283,204.0
101,124,166,158,-98,-0.5551785761206046,185.9247159470736
102,145,166,158,-93,-0.5320006159243219,183.33848477611022
103,166,166,142,-82,-0.5236846609962432,163.97560794215707
104,187,166,132,-74,-0.5109495764966103,151.32745950421557
105,208,166,144,-79,-0.5017762601457444,164.24676556937126
106,229,166,144,-62,-0.4065668265945415,156.7801007781281
107,250,166,140,-66,-0.44053034061651314,154.77725931156684
108,271,166,157,-70,-0.41940566393813794,171.89822570346675
109,292,166,173,-86,-0.46133279832052093,193.19679086361657
110,313,166,212,-110,-0.478627761768176,238.83885781003056
111,334,166,197,-92,-0.4369050147661019,217.4235497824465
112,355,166,207,-105,-0.4694278914444679,232.1077336066164
113,376,166,271,-131,-0.4502754491945189,301.0016611249845
114,397,166,298,-134,-0.42257483041035204,326.7414880299103
115,418,166,273,-137,-0.46511173679794104,305.447213115458
116,439,166,264,-121,-0.4297622790966885,290.4083332137699
117,460,166,290,-151,-0.48006200332539845,326.95718374123544
118,481,166,245,-114,-0.4355093422598921,270.22398117117586
119,502,166,273,-144,-0.48387606332576677,309.53513532392407
120,523,166,271,-120,-0.41549209594089065,297.2944668169927
121,544,166,268,-121,-0.42409442790010055,294.0493155917898
122,565,166,282,-137,-0.4551008085681946,313.9554108468271
123,586,166,307,-145,-0.44125346132777016,339.52024976428135
124,607,166,291,-138,-0.4414905707766982,322.96749062405644
125,628,166,238,-131,-0.5031657395410926,271.67075661542964
126,19,187,210,-106,-0.46554154613022614,236.12920192132103
127,40,187,255,-130,-0.47145995006090724,286.2254356272342
128,61,187,271,-131,-0.4502754491945189,301.0016611249845
129,82,187,274,-123,-0.42194304130819843,300.341472327749
130,103,187,231,-119,-0.4739388408697558,260.7393334347543
131,124,187,234,-123,-0.48394938786002456,264.35771220072246
132,145,187,228,-118,-0.47924426449678026,258.0736329034797
133,166,187,203,-115,-0.5191461142465229,233.80547470065795
134,187,187,189,-89,-0.44009735988028725,208.90667772955464
135,208,187,197,-107,-0.4975667306799928,224.18296099391677
136,229,187,150,-81,-0.49513326346840414,170.47287174210447
137,250,187,140,-72,-0.47501075626509687,157.42934923323543
138,271,187,197,-94,-0.4452070765885826,218.27734651126764
139,292,187,203,-88,-0.4090460650573161,221.25324856372166
140,313,187,192,-104,-0.4964227534048819,218.3575050232989
141,334,187,188,-112,-0.5372847143007717,218.8332698654389
142,355,187,226,-117,-0.47770643663647605,254.48968544913564
143,376,187,217,-119,-0.5051400266769929,247.9697562203907
144,397,187,237,-127,-0.49017538120011966,269.7647122957337
145,418,187,259,-143,-0.5074262657703084,296.33933252270106
146,439,187,264,-130,-0.4606127169528298,294.71511668049874
147,460,187,273,-159,-0.5273909215334932,315.9272068056184
148,481,187,271,-144,-0.48842387911371704,306.88271375233893
149,502,187,252,-151,-0.5380912157699328,294.63536787018626
150,523,187,287,-161,-0.5112307122777895,329.07445965920846
151,544,187,281,-144,-0.4735622982775041,315.74831749353785
152,565,187,329,-154,-0.4377913036415464,363.2588608692154
153,586,187,314,-143,-0.42734709002833454,345.028984289726
154,607,187,345,-167,-0.45081284123098936,383.29362113137233
155,628,187,275,-156,-0.5144513130590278,317.03627552694974
156,19,208,314,-162,-0.4763051608348581,353.3270439691816
157,40,208,297,-147,-0.45959904812477786,331.3879901263774
158,61,208,325,-142,-0.4119261019516955,354.66744987382197
159,82,208,298,-148,-0.46095944343291867,332.7281172368816
160,103,208,292,-139,-0.4442862665357561,323.39604202896487
161,124,208,289,-139,-0.44830711094422787,320.689881349568
162,145,208,226,-114,-0.46718116319866754,253.12447530809817
163,166,208,234,-109,-0.43429507448908855,259.04825805243314
164,187,208,235,-119,-0.46874094356430046,263.41222446955646
165,208,208,234,-119,-0.47046181358109507,262.5204753919206
166,229,208,200,-92,-0.43113874071878217,220.14540649307222
167,250,208,209,-92,-0.41466720807707885,228.3527972239447
168,271,208,229,-104,-0.4299126324258818,251.92459189209774
169,292,208,176,-98,-0.508062824247717,201.44478151592807
170,313,208,195,-83,-0.4024134766130647,211.92923347193044
171,334,208,165,-84,-0.4708938589807033,185.15128949051368
172,355,208,193,-93,-0.44701712571916413,215.13948963405113
173,376,208,223,-111,-0.46185227879327245,249.09837414162303
174,397,208,175,-86,-0.4567669836410693,194.9897433200013
175,418,208,211,-122,-0.5277797240022377,244.23349483639626
176,439,208,220,-112,-0.4708938589807033,246.86838598735156
177,460,208,247,-124,-0.465265730565899,276.3783638420345
178,481,208,265,-136,-0.47415773250202414,297.86070569982877
179,502,208,227,-118,-0.47938057649896515,255.8378392654222
180,523,208,292,-149,-0.4718329650707836,327.81854737034024
181,544,208,280,-136,-0.4521538622857756,311.2812233334995
182,565,208,265,-141,-0.4889775107726513,300.17661467875877
183,586,208,304,-145,-0.44505745336817515,336.8100354799423
184,607,208,241,-120,-0.4619864809605774,269.2229559305818
185,628,208,178,-109,-0.5494578736973083,208.72230355187247
186,19,229,282,-142,-0.4693052572628482,316.18507238641104
187,40,229,247,-120,-0.4522474514291617,274.6069918993324
188,61,229,268,-132,-0.45765965661689284,298.74403759740545
189,82,229,230,-115,-0.4653777110808212,258.48984506165806
190,103,229,247,-107,-0.40879420549953394,269.1802370160187
191,124,229,204,-114,-0.5095922648089258,233.69210512980536
192,145,229,244,-112,-0.4287780274460164,269.386339668514
193,166,229,171,-94,-0.5026186936438022,195.13328778042973
194,187,229,163,-82,-0.46609858448505187,182.4636950190366
195,208,229,133,-74,-0.5077366663988779,152.2005256232711
196,229,229,141,-68,-0.4493628664134095,156.54072952429985
197,250,229,153,-70,-0.4290869077450736,168.25278600962304
198,271,229,121,-55,-0.4266274931268761,132.9135057095403
199,292,229,125,-61,-0.46044249177087393,139.5313584826006
200,313,229,93,-37,-0.37865109167147737,100.08995953640904
201,334,229,120,-70,-0.5280744484263596,138.92443989449805
202,355,229,126,-63,-0.4636476090008061,140.87228258248675
203,376,229,152,-78,-0.47411843050550295,170.84495895401773
204,397,229,151,-93,-0.5568114745785894,177.867928531256
205,418,229,147,-72,-0.4554510712508935,163.68567438844488
206,439,229,198,-108,-0.4993467216801301,225.53935355055003
207,460,229,210,-123,-0.5298490694560666,243.37008854828483
208,481,229,181,-112,-0.55411727364345,212.8497122384712
209,502,229,223,-123,-0.5074791667264438,255.15681452785068
210,523,229,251,-137,-0.49795551500950136,286.8327038536575
211,544,229,258,-150,-0.5266272714337507,298.4359227707013
212,565,229,231,-133,-0.5224034317165288,266.5520587052368
213,586,229,297,-161,-0.49674809771614437,337.8313188560232
214,607,229,290,-163,-0.5120619672816729,332.6695056659086
215,628,229,216,-125,-0.5246132565946418,249.56161563830284
216,19,250,299,-148,-0.4596261829577563,333.6240399012038
217,40,250,279,-129,-0.43308943872330663,307.37924458232374
218,61,250,279,-115,-0.390967533948834,301.77143668677456
219,82,250,303,-140,-0.43282627313974475,333.77986757741996
220,103,250,319,-146,-0.42922243894183126,350.823317355047
221,124,250,266,-114,-0.40489178628508343,289.3993780228285
222,145,250,280,-135,-0.4492601126118805,310.84562084739105
223,166,250,260,-113,-0.4099866935663284,283.494268019655
224,187,250,242,-117,-0.450337247016685,268.799181546373
225,208,250,292,-118,-0.3840440982025996,314.94126436527813
226,229,250,240,-116,-0.45359769610777173,267.0
227,250,250,237,-111,-0.43801220047912864,261.70594185077266
228,271,250,208,-99,-0.44423257309848807,230.3584163862914
229,292,250,187,-88,-0.4398425828157362,206.6712365086153
230,313,250,198,-93,-0.4391126559380703,218.7532856896097
231,334,250,196,-90,-0.4304647728343077,215.67568244936655
232,355,250,195,-94,-0.44918580736606684,216.47401691658055
233,376,250,207,-116,-0.5107824828143067,237.28674636397204
234,397,250,251,-115,-0.4329129536028347,276.508589378341
235,418,250,232,-108,-0.4356828730309406,255.906232827573
236,439,250,245,-111,-0.4253967245175598,268.972117514065
237,460,250,227,-92,-0.3835275159569918,245.86174977006894
238,481,250,261,-121,-0.4372562224271459,288.1058833137567
239,502,250,233,-104,-0.4198160512751684,255.15681452785068
240,523,250,263,-130,-0.457568656526144,294.27198303610214
241,544,250,251,-121,-0.4492023858902451,278.6431409527247
242,565,250,298,-139,-0.436443437603593,328.8236609491476
243,586,250,286,-146,-0.47200396045224163,321.1105728561425
244,607,250,311,-151,-0.4520051855101836,345.71953951143695
245,628,250,237,-123,-0.47700240765292556,267.904833849634
246,19,271,223,-111,-0.46185227879327245,249.09837414162303
247,40,271,221,-120,-0.4974425665711536,251.47763320025103
248,61,271,200,-121,-0.5440878623922609,233.75414434828744
249,82,271,179,-92,-0.4747582628984136,201.25854019146615
250,103,271,191,-95,-0.46573965615794516,213.76856644511605
251,124,271,156,-86,-0.5038269784412898,178.13478043324386
252,145,271,148,-77,-0.4797320126871115,166.83225107874077
253,166,271,168,-97,-0.5236217876860463,193.9922678871506
254,187,271,165,-84,-0.4708938589807033,185.15128949051368
255,208,271,152,-73,-0.4477338331521987,168.62087652482418
256,229,271,157,-67,-0.4033533259603965,170.6985647274165
257,250,271,155,-67,-0.4056651813358336,169.77926846349644
258,271,271,138,-59,-0.40401689586963674,150.08331019803634
259,292,271,161,-75,-0.441038396894472,178.03651310896873
260,313,271,133,-61,-0.433353849082031,147.648230602334
261,334,271,166,-71,-0.40416451368603507,180.54639292990598
262,355,271,172,-79,-0.4353532751523024,189.69449122207
263,376,271,170,-90,-0.48689923181126904,192.35384061671346
264,397,271,185,-82,-0.4172208176230613,202.35859260234045
265,418,271,179,-87,-0.45241212674284337,199.0226117806718
266,439,271,174,-77,-0.4166234771580599,190.2761151589973
267,460,271,196,-101,-0.47581739356421926,220.49263026232873
268,481,271,199,-103,-0.4776187557949647,224.07588000496617
269,502,271,209,-93,-0.4186681821910052,228.7575135378071
270,523,271,209,-99,-0.4423742229767449,231.26175645791503
271,544,271,249,-121,-0.4523395288265311,276.8429157482633
272,565,271,239,-134,-0.5109978111097314,274.00182481144174
273,586,271,242,-122,-0.4669479270512933,271.01291482141585
274,607,271,259,-142,-0.5044721151587397,295.85469406450187
275,628,271,224,-136,-0.5436810673092588,262.90872941003687
276,19,292,282,-160,-0.5187641432948934,324.7229588433808
277,40,292,285,-152,-0.4899573262537283,323.0
278,61,292,278,-166,-0.5409483209510616,324.3038698504845
279,82,292,250,-154,-0.5549957273385867,294.15132160165456
280,103,292,254,-155,-0.5461665634337878,298.41246622753545
281,124,292,279,-156,-0.5098332286596837,319.6513725920788
282,145,292,279,-151,-0.49607629308845214,317.2412331333996
283,166,292,274,-138,-0.46656305263558123,306.78983033992506
284,187,292,277,-142,-0.4737047411722013,311.27640450249356
285,208,292,286,-117,-0.3913102784622111,309.38648968563575
286,229,292,288,-116,-0.3828987170459434,310.4834939252005
287,250,292,226,-103,-0.42762715957161684,248.3646512690564
288,271,292,228,-107,-0.43710517124940895,252.76471272707352
289,292,292,227,-104,-0.42961058006872593,249.68980756130196
290,313,292,162,-77,-0.4437001304468984,179.36833611315015
291,334,292,201,-90,-0.42099057425224573,220.22942582679545
292,355,292,211,-92,-0.4111666611442322,230.18470844085192
293,376,292,255,-123,-0.4494305574713173,283.11481769769665
294,397,292,274,-130,-0.44300157546658786,303.2754523531372
295,418,292,255,-99,-0.3703234297027748,273.5434152013168
296,439,292,249,-116,-0.43926219982808756,275.118156434649
297,460,292,276,-131,-0.4431526752560568,305.5110472634337
298,481,292,257,-120,-0.4368401523555814,283.6353292521931
299,502,292,273,-121,-0.41720426872935634,298.6134625230417
300,523,292,287,-139,-0.45102555844478526,318.88869531546584
301,544,292,306,-144,-0.4398425828157362,338.18929610500686
302,565,292,365,-146,-0.3805063771123649,393.1170309208188
303,586,292,343,-146,-0.40242613436023816,372.7800960351826
304,607,292,330,-155,-0.4391126559380703,364.58880948268285
305,628,292,253,-137,-0.49629541353545686,287.71166121657285
306,19,313,335,-173,-0.475481376103957,377.9219496139381
307,40,313,321,-164,-0.4747995630264205,360.9238146756182
308,61,313,339,-177,-0.4811896690582086,382.4264635194589
309,82,313,299,-154,-0.475615122739825,336.3287082602376
310,103,313,358,-175,-0.4546691746206105,398.4833748100415
311,124,313,299,-164,-0.5016869935602498,341.023459603588
312,145,313,292,-143,-0.4553947014651584,325.13535642867265
313,166,313,263,-135,-0.4742372282715461,295.6247621563525
314,187,313,266,-131,-0.4606355699168552,296.95117443781896
315,208,313,309,-156,-0.4675235585834932,346.1459229862458
316,229,313,209,-101,-0.4540325207011036,232.56181973832247
317,250,313,240,-118,-0.45695874554713334,267.43971283263073
318,271,313,237,-106,-0.42250445908443784,260.9463546401827
319,292,313,247,-109,-0.4155917670259787,269.9814808463721
320,313,313,248,-115,-0.4375097721174529,273.7882393383616
321,334,313,244,-115,-0.4421987535979527,271.07379069175977
322,355,313,270,-122,-0.4243928599749856,296.2836478781777
323,376,313,284,-121,-0.40574140375269885,309.0954545120326
324,397,313,290,-136,-0.4371913877017578,321.21176815303636
325,418,313,311,-147,-0.44154457714939765,343.99127895922015
326,439,313,258,-116,-0.42253155348130994,282.8780656042458
327,460,313,284,-131,-0.4321844615947949,312.75709424407944
328,481,313,270,-125,-0.43662715981354133,297.95301643044326
329,502,313,288,-138,-0.44684246848576414,319.3556011721103
330,523,313,296,-145,-0.45550667623304264,329.607342151233
331,544,313,288,-131,-0.42688906780048136,316.39374203672236
332,565,313,306,-137,-0.4209499436655624,335.26854907670656
333,586,313,313,-154,-0.4572374403904945,348.8337713008877
334,607,313,312,-152,-0.4533386958545628,347.0561914157418
335,628,313,277,-153,-0.5046430151592122,316.44588794926693
336,19,334,175,-95,-0.4973427163468224,199.12307751739877
337,40,334,204,-139,-0.5958411888011348,247.68124676688785
338,61,334,187,-84,-0.4221866664454931,205.0
339,82,334,185,-93,-0.4658074328562125,207.06037766796427
340,103,334,193,-100,-0.4759420714789585,218.25672956406177
341,124,334,222,-112,-0.46724471578835,248.65236777477105
342,145,334,212,-96,-0.42520501897961815,232.7230113246217
343,166,334,200,-93,-0.4352576728581386,220.56518310921152
344,187,334,184,-87,-0.44167312470414355,203.5313243704762
345,208,334,199,-90,-0.4247328383268999,218.4055860091495
346,229,334,211,-94,-0.4230509704653659,231.40008643040736
347,250,334,214,-101,-0.44096718872938945,236.6368525821792
348,271,334,198,-104,-0.48364494297395666,223.6515146382872
349,292,334,192,-85,-0.41677365361426827,209.97380789041284
350,313,334,155,-73,-0.440153238288812,171.3300907604966
351,334,334,174,-62,-0.3422956084300424,184.71599822430107
352,355,334,223,-99,-0.41780818311968937,243.98770460824454
353,376,334,259,-94,-0.34815084862464957,275.53039759707093
354,397,334,223,-107,-0.4473741813107032,247.34186867572583
355,418,334,206,-87,-0.3996070439396113,223.61797781037194
356,439,334,239,-108,-0.42788773190519913,262.682317638626
357,460,334,203,-101,-0.4636476090008061,228.07893370497854
358,481,334,251,-115,-0.42812136712764304,277.0
359,502,334,211,-114,-0.4990146061161204,240.30397416605493
360,523,334,245,-126,-0.4782332844710836,275.9601420495358
361,544,334,245,-120,-0.4554510712508935,272.8094573140748
362,565,334,231,-125,-0.4975329389049237,264.0075756488817
363,586,334,250,-122,-0.45243013081176103,279.0788419067271
364,607,334,289,-127,-0.41277217064654054,316.58963975468305
365,628,334,230,-133,-0.524281456591736,265.68590478232
366,19,355,243,-101,-0.3939141833562998,263.1539473388153
367,40,355,249,-128,-0.47482925159334466,279.9732130043873
368,61,355,227,-112,-0.4583473052786721,253.12645061312736
369,82,355,187,-100,-0.4910668958399901,212.05895406702354
370,103,355,242,-130,-0.4929551759454118,274.70711676256224
371,124,355,199,-92,-0.4330449210720873,219.23731434224422
372,145,355,194,-95,-0.45536622482313177,216.01157376399996
373,166,355,210,-98,-0.43662715981354133,231.7412350014559
374,187,355,175,-71,-0.3854227583466432,188.85444130334875
375,208,355,185,-91,-0.4571401086703942,206.16983290481662
376,229,355,150,-72,-0.4475199751571699,166.38509548634457
377,250,355,110,-61,-0.5063263037736224,125.78155667664477
378,271,355,133,-65,-0.4606355699168552,148.47558721890948
379,292,355,161,-80,-0.46612899348610676,180.22763384120648
380,313,355,161,-80,-0.4611600519427155,179.7804216259379
381,334,355,123,-62,-0.47007838851840694,139.08630414242805
382,355,355,144,-69,-0.44684246848576414,159.67780058605516
383,376,355,116,-61,-0.48412256302497453,131.06105447462264
384,397,355,143,-61,-0.4091040612874961,155.8621185535472
385,418,355,207,-82,-0.37717027606102044,222.64994947226015
386,439,355,151,-53,-0.3434434034833503,160.3652081967906
387,460,355,119,-45,-0.361530552867669,127.22421153223941
388,481,355,114,-54,-0.4423742229767449,126.14277624977183
389,502,355,103,-44,-0.40371945387959823,112.0044641967453
390,523,355,147,-70,-0.4444192099010989,162.8158468945821
391,544,355,145,-62,-0.40405914701039236,157.69908052997647
392,565,355,169,-76,-0.42260786314578086,185.3024554613349
393,586,355,151,-73,-0.4503150657066604,167.72000476985446
394,607,355,142,-63,-0.4175707349010561,155.3479964466874
395,628,355,112,-60,-0.49872093953403146,127.534309109353
396,19,376,159,-114,-0.6261735872958971,196.22945752358385
397,40,376,192,-108,-0.5123894603107377,220.29071700822982
398,61,376,180,-102,-0.5131760359219855,207.76188293332345
399,82,376,197,-132,-0.5903417805676446,237.1349826575573
400,103,376,176,-111,-0.5601213841833931,208.92582415776178
401,124,376,150,-106,-0.6151862381119739,183.6736235827017
402,145,376,154,-107,-0.6072310026472748,187.52333188166213
403,166,376,157,-100,-0.5671412488145694,186.14241859393576
404,187,376,141,-86,-0.5528412215925392,165.6804152578089
405,208,376,144,-86,-0.5383745133462302,167.72596698186004
406,229,376,122,-78,-0.5651494400067594,145.64683312726027
407,250,376,143,-87,-0.5465669638127907,167.38578195294843
408,271,376,147,-91,-0.5543074962015512,172.88724649319857
409,292,376,140,-76,-0.4973427163468224,159.29846201391902
410,313,376,111,-81,-0.6304014214735073,137.41178988718545
411,334,376,162,-87,-0.49283639699360077,183.88311504866346
412,355,376,137,-83,-0.5447021293342043,160.18114745499858
413,376,376,157,-83,-0.4863137517844905,177.5894140989265
414,397,376,168,-97,-0.5280744484263596,194.49421585229726
415,418,376,151,-101,-0.5895293199186296,181.6645259812713
416,439,376,174,-104,-0.5429511404315929,203.22647465327935
417,460,376,166,-103,-0.5553437652606692,195.35864454894235
418,481,376,160,-96,-0.5404195002705842,186.59046063504962
419,502,376,153,-97,-0.5650357390407911,181.1573901335521
420,523,376,158,-98,-0.5551785761206046,185.9247159470736
421,544,376,176,-105,-0.537909045293502,204.94145505485218
422,565,376,170,-104,-0.5490251398075966,199.28873525616044
423,586,376,188,-123,-0.5793608433676234,224.66196829904254
424,607,376,167,-97,-0.5262108650451595,193.12690128513947
425,628,376,154,-116,-0.645575794613255,192.80041493731284
