,Unnamed: 0,x1,y1,x,y,angle,size
87,87,166,208,77,-27,-0.3372531883216586,81.59656855530139
88,88,187,208,89,-35,-0.37468120028277613,95.63472172804184
89,89,208,208,58,-10,-0.1707352114752828,58.855755878248644
90,90,229,208,57,4,0.07006058263845544,57.14017850864661
91,91,250,208,19,0,0.0,19.0
92,92,271,208,13,-11,-0.702256931509007,17.029386365926403
93,93,292,208,13,-13,-0.7483780475235183,19.104973174542803
94,94,313,208,6,-3,-0.5880026035475675,7.211102550927977
95,95,334,208,5,-3,-0.5404195002705842,5.830951894845301
96,96,355,208,16,-11,-0.6022873461349642,19.416487838947603
97,97,376,208,65,-37,-0.5174877409741085,74.79304780526061
98,98,397,208,105,-55,-0.4825132950224769,118.53269591129698
99,99,418,208,111,-48,-0.4081491037550893,120.93386622447822
100,100,439,208,100,-45,-0.4228539261329407,109.65856099730654
101,101,460,208,142,-62,-0.4116713434318949,154.94515158597252
102,102,481,208,124,-43,-0.3337981642508282,131.24404748406687
103,103,502,208,151,-49,-0.3137825955351207,158.75137794677562
105,105,544,208,121,-38,-0.30429596809688925,126.82665335015348
106,106,565,208,168,-47,-0.2782996590051113,174.72263734273244
107,107,586,208,139,-39,-0.2735423209656241,144.3675863897433
108,108,607,208,95,-31,-0.31542152498044035,99.92997548283499
109,109,628,208,106,-32,-0.2931868965578822,110.72488428533129
110,110,19,229,94,-55,-0.5293963247218622,108.90821823902914
111,111,40,229,98,-55,-0.5191461142465229,112.8716084761797
112,112,61,229,79,-60,-0.6575282448374484,99.80981915623332
113,113,82,229,60,-42,-0.6107259643892086,73.23933369440222
114,114,103,229,79,-56,-0.6166480609771472,96.83491106000976
115,115,124,229,74,-63,-0.7052780703536341,97.18538984847466
116,116,145,229,63,-60,-0.7610127542247298,87.0
117,117,166,229,62,-48,-0.6588060361174762,78.40918313565065
118,118,187,229,34,-30,-0.7229793534014909,45.34313619501854
119,119,208,229,32,-23,-0.6231993299340659,39.408120990476064
120,120,229,229,39,-24,-0.5516549825285468,45.79301256742124
121,121,250,229,70,-26,-0.3633931334952306,75.96051605933177
122,122,271,229,75,-34,-0.4256224683396315,82.3468275041607
123,123,292,229,70,-60,-0.7097850201606185,93.60555539069249
124,124,313,229,106,-65,-0.5500743726751897,124.34226956268732
125,125,334,229,123,-42,-0.3265814346906185,130.91982279242512
127,127,376,229,111,-49,-0.41571387460214704,121.33424908079334
128,128,397,229,111,-43,-0.36958637437281977,119.03780911962386
129,129,418,229,82,-30,-0.3507279482482035,87.31551981177229
130,130,439,229,87,-27,-0.29770020971130084,92.04890004774636
131,131,460,229,63,-17,-0.2782996590051113,65.52098900352466
132,132,481,229,97,-19,-0.1934273267108474,98.84331034521256
133,133,502,229,49,-3,-0.061148162649301216,49.09175083453431
134,134,523,229,38,-12,-0.3058788714048521,39.849717690342544
135,135,544,229,69,-20,-0.2821237321427154,71.84010022264724
136,136,565,229,99,-26,-0.25436805855326594,103.32473082471591
137,137,586,229,80,-15,-0.1853479499956948,81.39410298049853
138,138,607,229,43,-12,-0.2662520491509254,45.607017003965524
139,139,628,229,25,-8,-0.3097029445424562,26.248809496813372
140,140,19,250,62,-40,-0.5729661428887062,73.78346698278686
141,141,40,250,66,-35,-0.4930508972048112,76.05918747922567
142,142,61,250,74,-46,-0.556166230120453,87.13208364316786
143,143,82,250,117,-68,-0.5264787050999752,135.32553343696821
144,144,103,250,108,-73,-0.5901167653025491,131.18688958886096
145,145,124,250,71,-64,-0.7335927066064472,95.58765610684259
146,146,145,250,36,-38,-0.8124186125847132,52.3450093132096
147,147,166,250,7,-11,-1.0040671092713902,13.038404810405297
148,148,187,250,34,-21,-0.5532943253222926,39.96248240537617
149,149,208,250,30,-19,-0.5880026035475675,36.05551275463989
150,150,229,250,45,-25,-0.5070985043923371,51.478150704935004
151,151,250,250,20,-20,-0.7853981633974483,28.284271247461906
152,152,271,250,28,-32,-0.8519663271732721,42.5205832509386
153,153,292,250,85,-86,-0.7970255463538322,121.63058825805292
161,161,460,250,136,-33,-0.2380463651647821,139.94641831786907
162,162,481,250,167,-38,-0.2294212196650432,171.49344010777787
163,163,502,250,156,-49,-0.3101680607879859,163.8169710378018
164,164,523,250,121,-31,-0.2508038399564528,124.90796611905905
165,165,544,250,136,-41,-0.29280541132715115,142.04576727238302
166,166,565,250,101,-26,-0.26121853461453504,104.54664030948099
167,167,586,250,127,-35,-0.27621849655713243,132.00378782444085
168,168,607,250,101,-30,-0.2887295285123974,105.3612832116238
169,169,628,250,63,-17,-0.2635638835830379,65.25335240430182
170,170,19,271,80,-52,-0.5763752205911837,95.41488353501249
171,171,40,271,79,-57,-0.6190660545826282,98.22932352408827
172,172,61,271,100,-81,-0.6819436988144724,130.09611831257686
173,173,82,271,137,-104,-0.6493149967751262,172.00290695217916
174,174,103,271,103,-94,-0.7397446283962426,139.44532978913278
175,175,124,271,59,-45,-0.662215501256172,74.81310045707234
176,176,145,271,27,-21,-0.6610431688506869,34.205262752974136
177,177,166,271,39,-38,-0.7724118804772758,54.45181356024793
178,178,187,271,27,-37,-0.9403949053213893,45.803929962395145
179,179,208,271,54,-48,-0.7368925511570648,72.91776189653656
180,180,229,271,50,-49,-0.7752974968121265,70.00714249274857
181,181,250,271,32,-62,-1.09432890732119,69.77105417004964
182,182,271,271,59,-114,-1.0932123378879337,128.3627671873741
183,183,292,271,34,-51,-0.9827937232473292,61.29437168288782
184,184,376,271,7,0,0.0,7.0
185,185,397,271,33,-8,-0.23783592745745075,33.955853692699286
186,186,418,271,19,-1,-0.05258306161094172,19.02629759044045
187,187,439,271,25,-5,-0.19739555984988075,25.495097567963924
188,188,460,271,18,-2,-0.11065722117389563,18.110770276274835
189,189,481,271,16,-1,-0.06241880999595735,16.031219541881402
190,190,502,271,20,-3,-0.14888994760949725,20.223748416156685
191,191,523,271,30,-4,-0.13255153229667402,30.265491900843116
192,192,544,271,57,-10,-0.17367119834157382,57.87054518492115
193,193,565,271,34,-7,-0.2247111684146427,35.902646142032474
194,194,586,271,56,-15,-0.26171350240120506,57.97413216254297
195,195,607,271,81,-13,-0.17114860541618201,82.20097323024831
196,196,628,271,72,-13,-0.17863100651394934,73.16419889536138
197,197,19,292,121,-97,-0.6757479912285383,155.08062419270826
198,198,40,292,118,-91,-0.662215501256172,149.62620091414468
199,199,61,292,53,-50,-0.7562801818904095,72.86288492778749
200,200,82,292,68,-69,-0.7926973038411456,96.87620966986685
201,201,103,292,36,-44,-0.8960553845713439,57.62811813689564
202,202,124,292,68,-60,-0.7229793534014909,90.68627239003708
203,203,145,292,61,-53,-0.7153375807589929,80.80841540334771
204,204,166,292,46,-58,-0.8981257749878259,75.43208866258443
205,205,187,292,47,-52,-0.8253768505207384,70.76722405181653
206,206,208,292,19,-31,-0.9978301839061904,36.89173349139343
207,207,229,292,61,-107,-1.0526572615533594,123.16655390161729
208,208,250,292,58,-89,-0.9932372077828824,106.23088063270492
209,209,271,292,22,-95,-1.3432288393843124,97.51410154434076
211,211,19,313,94,-71,-0.6468966814815439,117.80067911519016
212,212,40,313,76,-68,-0.7298996581517315,101.9803902718557
213,213,61,313,84,-76,-0.7354397676755056,113.27841806805037
214,214,82,313,82,-90,-0.8318762947484513,121.7538500417954
215,215,103,313,81,-87,-0.8149753344026918,119.553335377981
216,216,124,313,58,-63,-0.8260262010788214,87.04596486914255
217,217,145,313,34,-43,-0.9017533286043232,54.817880294662984
218,218,166,313,28,-31,-0.8362018674556699,41.77319714841085
219,219,187,313,12,-18,-0.9827937232473292,21.633307652783934
220,220,208,313,66,-107,-1.0180991351595927,125.7179382586272
221,221,229,313,37,-77,-1.1228542326252298,85.42833253669417
222,222,250,313,46,-95,-1.1198598975575167,105.55093557141028
223,223,271,313,32,-53,-1.0358412530088,62.76941930590086
225,225,19,334,63,-64,-0.7932720164215489,89.80534505250787
226,226,40,334,94,-84,-0.7292773806962719,126.0634760745554
227,227,61,334,103,-104,-0.7901828158808066,147.7870089013239
228,228,82,334,91,-85,-0.7513204518104405,124.52309022827856
229,229,103,334,43,-44,-0.8081215242390893,62.24146527838174
230,230,124,334,58,-70,-0.8788749445560378,90.9065454189081
231,231,145,334,87,-78,-0.7309067071567171,116.84605256490269
232,232,166,334,38,-59,-0.9986026827869026,70.178344238091
233,233,187,334,94,-121,-0.9103255677271418,153.22206107476822
234,234,208,334,79,-106,-0.9303209273763751,132.20060514233663
235,235,229,334,70,-100,-0.964736995196254,122.88612614937456
236,236,250,334,24,-52,-1.1226513517191068,57.69748694700662
237,237,271,334,4,-11,-1.2220253232109897,11.704699910719626
239,239,40,355,137,-116,-0.7025840495869695,179.5132307101624
240,240,61,355,80,-60,-0.6435011087932844,100.0
241,241,82,355,96,-76,-0.6696389456766376,122.44182292011172
242,242,103,355,76,-57,-0.6435011087932844,95.0
243,243,124,355,55,-41,-0.6405856651585092,68.60029154456998
244,244,145,355,63,-78,-0.8913825213870482,100.26464980241043
245,245,166,355,53,-65,-0.8775732009539101,84.504437753292
246,246,187,355,47,-68,-0.9660167739817158,82.66196223173027
247,247,208,355,21,-48,-1.1583858851975093,52.39274758971893
248,248,229,355,12,-38,-1.2649174553900444,39.849717690342544
249,249,19,376,78,-56,-0.6226707887570673,96.02083107326244
250,250,40,376,65,-50,-0.6556956262415362,82.00609733428362
251,251,61,376,75,-61,-0.6828183109791537,96.67471230885563
252,252,82,376,31,-30,-0.7531512809621944,43.86342439892262
253,253,103,376,27,-33,-0.8850668158886104,42.63801121065568
254,254,124,376,69,-90,-0.9167136023805365,113.40634902861478
255,255,145,376,18,-17,-0.7853981633974483,25.45584412271571
256,256,166,376,12,-19,-0.9707461133931432,23.021728866442675
257,257,187,376,18,-39,-1.1383885512243588,42.953463189829066
258,258,19,397,9,-10,-0.8379812250083899,13.45362404707371
259,259,40,397,11,-13,-0.8253768505207384,17.691806012954128
260,260,82,397,12,-26,-1.1383885512243588,28.63564212655271
261,261,103,397,16,-19,-0.870903457075653,24.839484696748446
263,263,166,397,22,-44,-1.1071487177940904,49.19349550499538
